Mod:Item:MetaData, Localized Name
Avaritia:Singularity:4, Nether Quartz Singularity
Avaritia:Singularity:5, Copper Singularity
Avaritia:Singularity:6, Tin Singularity
Avaritia:Singularity:7, Leaden Singularity
Avaritia:Singularity:8, Silver Singularity
Avaritia:Singularity:9, Nickel Singularity
Avaritia:Singularity:10, Enderium Singularity
Avaritia:Singularity:11, Clay Singularity
Avaritia:Infinity_Pickaxe, World Breaker
Avaritia:Infinity_Sword, Sword of the Cosmos
Avaritia:Skull_Sword, Skullfire Sword
Avaritia:Ultimate_Stew, Ultimate Stew
Avaritia:Cosmic_Meatballs, Cosmic Meatballs
Avaritia:Endest_Pearl, Endest Pearl
Avaritia:Infinity_Helm, Infinity Helmet
Avaritia:Infinity_Chest, Infinity Breastplate
Avaritia:Infinity_Pants, Infinity Pants
Avaritia:Infinity_Shoes, Infinity Boots
Avaritia:Matter_Cluster, Matter Cluster
Avaritia:Infinity_Bow, Longbow of the Heavens
Avaritia:Infinity_Shovel, Planet Eater
Avaritia:Infinity_Axe, Nature's Ruin
Backpack:backpack:0, Backpack
Backpack:backpack:1, Black Backpack
Backpack:backpack:2, Red Backpack
Backpack:backpack:3, Green Backpack
Backpack:backpack:4, Brown Backpack
Backpack:backpack:5, Blue Backpack
Backpack:backpack:6, Purple Backpack
Backpack:backpack:7, Cyan Backpack
Backpack:backpack:8, Light Gray Backpack
Backpack:backpack:9, Gray Backpack
Backpack:backpack:10, Pink Backpack
Backpack:backpack:11, Lime Backpack
Backpack:backpack:12, Yellow Backpack
Backpack:backpack:13, Light Blue Backpack
Backpack:backpack:14, Magenta Backpack
Backpack:backpack:15, Orange Backpack
Backpack:backpack:16, White Backpack
Backpack:backpack:100, Middle Backpack
Backpack:backpack:101, Middle Black Backpack
Backpack:backpack:102, Middle Red Backpack
Backpack:backpack:103, Middle Green Backpack
Backpack:backpack:104, Middle Brown Backpack
Backpack:backpack:105, Middle Blue Backpack
Backpack:backpack:106, Middle Purple Backpack
Backpack:backpack:107, Middle Cyan Backpack
Backpack:backpack:108, Middle Light Gray Backpack
Backpack:backpack:109, Middle Gray Backpack
Backpack:backpack:110, Middle Pink Backpack
Backpack:backpack:111, Middle Lime Backpack
Backpack:backpack:112, Middle Yellow Backpack
Backpack:backpack:113, Middle Light Blue Backpack
Backpack:backpack:114, Middle Magenta Backpack
Backpack:backpack:115, Middle Orange Backpack
Backpack:backpack:116, Middle White Backpack
Backpack:backpack:200, Big Backpack
Backpack:backpack:201, Big Black Backpack
Backpack:backpack:202, Big Red Backpack
Backpack:backpack:203, Big Green Backpack
Backpack:backpack:204, Big Brown Backpack
Backpack:backpack:205, Big Blue Backpack
Backpack:backpack:206, Big Purple Backpack
Backpack:backpack:207, Big Cyan Backpack
Backpack:backpack:208, Big Light Gray Backpack
Backpack:backpack:209, Big Gray Backpack
Backpack:backpack:210, Big Pink Backpack
Backpack:backpack:211, Big Lime Backpack
Backpack:backpack:212, Big Yellow Backpack
Backpack:backpack:213, Big Light Blue Backpack
Backpack:backpack:214, Big Magenta Backpack
Backpack:backpack:215, Big Orange Backpack
Backpack:backpack:216, Big White Backpack
Backpack:backpack:31999, Ender Backpack
Backpack:workbenchbackpack:17, Workbench Backpack
Backpack:workbenchbackpack:217, Big Workbench Backpack
Backpack:boundLeather, �4Item Name Error [ElementalMod]-- Please Report To jtrent238
Backpack:tannedLeather, �4Item Name Error [ElementalMod]-- Please Report To jtrent238
baconators:Baconator, Baconator
baconators:Cluckinator, Cluckinator
baconators:Jerkynator, Jerkynator
bagginses:void, �4Item Name Error [ElementalMod]-- Please Report To jtrent238
baublelicious:ItemAmulet, Amulet
baublelicious:ItemRing, Ring
baublelicious:ItemBelt, Belt
baublelicious:ItemBeltStepAssist, Belt of Hiking
baublelicious:ItemBeltWaterWalking, Belt of Water Walking
baublelicious:ItemNecklaceDiving, Amulet of Diving
baublelicious:ItemFlyingRing, Ring of Flight
baublelicious:ItemSpeedBelt, Speed Belt
baublelicious:ItemFallingBelt, Falling Belt
baublelicious:ItemAmuletGrowth, Amulet of Growth
baublelicious:ItemsAmuletNightvision, Amulet of Nightvision
baublelicious:ItemAmuletFieryCore, Amulet of the Fiery Core
baublelicious:ItemMagicCore:0, Magic Core
baublelicious:ItemMagicCore:1, Magic Core
baublelicious:ItemMagicCore:2, Magic Core
baublelicious:bindingGem, Binding Gem
baublelicious:ItemMagnetRing, Magnet Ring
baublelicious:entangledAmulet, §3Entangled Amulet
baublelicious:entangledRing, §3Entangled Ring
baublelicious:entangledBelt, §3Entangled Belt
baublesstuff:Spell_Book, Book of Spells
baublesstuff:Translator, Portable Translator
baublesstuff:Broken_Translator, Broken Translator
baublesstuff:Sheet_FireImmune, Fire Immune Paper
baublesstuff:Sheet_FallImmune, Fall Damage Immune Paper
baublesstuff:Sheet_Haste, Haste Paper
baublesstuff:Sheet_HealthRegen, Health Regeneration Paper
baublesstuff:Sheet_Invisibility, Invisibility Paper
baublesstuff:Sheet_Jump, Jump Paper
baublesstuff:Sheet_NightVision, Night Vision Paper
baublesstuff:Sheet_Power, Power Paper
baublesstuff:Sheet_Speed, Speed Paper
baublesstuff:Sheet_WaterBreathing, Water Breathing Paper
baublesstuff:Sheet_WitherImmune, Wither Immune Paper
baublesstuff:Sheet_Growth, Plant Acceleration Paper
baublesstuff:Sheet_Repair, Stuff Repairing Paper
baublesstuff:Sheet_Harvest, Plant Harvest Paper
baublesstuff:Belt_Core, Belt
baublesstuff:Pendant_Core, Pendant
baublesstuff:Ring_Core, Ring
baublesstuff:Ring_Magnet, Magnet Ring
baublesstuff:Ring_NotLMagnet, Instantaneous Magnet Ring
baublesstuff:Upgrade_Stone, Stone of Upgrade
baublesstuff:Upgrade_HighStep, HighStep Upgrade
baublesstuff:Upgrade_SpeedI, Speed Upgrade I
baublesstuff:Upgrade_SpeedII, Speed Upgrade II
baublesstuff:Upgrade_SpeedIII, Speed Upgrade III
baublesstuff:Upgrade_JumpI, Jump Upgrade I
baublesstuff:Upgrade_JumpII, Jump Upgrade II
baublesstuff:Upgrade_JumpIII, Jump Upgrade III
baublesstuff:Upgrade_Fly, Flying Upgrade
baublesstuff:Upgrade_FireImmune, Fire Immune Upgrade
baublesstuff:Upgrade_FallImmune, Fall Damage Immune Upgrade
baublesstuff:Upgrade_WaterBreathing, Water Breathing Upgrade
baublesstuff:Upgrade_WitherImmune, Wither Immune Upgrade
baublesstuff:Upgrade_Invisibility, Invisibility Upgrade
baublesstuff:Upgrade_HealthRegen, Health Regeneration Upgrade
baublesstuff:Upgrade_NightVision, Night Vision Upgrade
baublesstuff:Upgrade_HasteI, Haste Upgrade I
baublesstuff:Upgrade_HasteII, Haste Upgrade II
baublesstuff:Upgrade_HasteIII, Haste Upgrade III
baublesstuff:Upgrade_PowerI, Power Upgrade I
baublesstuff:Upgrade_PowerII, Power Upgrade II
baublesstuff:Upgrade_PowerIII, Power Upgrade III
baublesstuff:Upgrade_Growth, Plant Acceleration Upgrade
baublesstuff:Upgrade_Repair, Stuff Repairing Upgrade
baublesstuff:Upgrade_Harvest, Plant Harvest Upgrade
baublesstuff:Belt_Runic, Runic Belt Upgrade
baublesstuff:Pendant_Runic, Runic Pendant Upgrade
baublesstuff:Ring_Runic, Runic Ring Upgrade
baublesstuff:Sheet_WarpProtection, Warp Protection Paper
baublesstuff:Upgrade_WarpProtection, Warp Protection Upgrade
betterbuilderswands:wandStone, Stone Wand
betterbuilderswands:wandIron, Iron Wand
betterbuilderswands:wandUnbreakable, Unbreakable Wand
betterbuilderswands:wandDiamond, Diamond Wand
questbook:ItemQuestBook, Quest Book
bettersugarcane:sugarCaneRod, Sugar Cane Rod
bettersugarcane:scIronSword, Sword
bettersugarcane:scDiamondSword, Sword
bettersugarcane:scGoldSword, Sword
bettersugarcane:scIronPick, Pickaxe
bettersugarcane:scDiamondPick, Pickaxe
bettersugarcane:scGoldPick, Pickaxe
bettersugarcane:scIronAxe, Axe
bettersugarcane:scDiamondAxe, Axe
bettersugarcane:scGoldAxe, Axe
bettersugarcane:scIronShovel, Shovel
bettersugarcane:scDiamondShovel, Shovel
bettersugarcane:scGoldShovel, Shovel
bettersugarcane:sugarCookie, Sugar Cookie
BiblioCraft:item.StockroomCatalog, Stockroom Catalog
BiblioCraft:item.PlumbLine, Plumb line
BiblioCraft:item.FramingSaw, Framing Saw
BiblioCraft:item.FramingBoard, Framing Board
BiblioCraft:item.FramingSheet, Framing Sheet
BiblioCraft:item.TesterItem, ItemStack Name Tester
BiblioCraft:item.AtlasBook:0, Atlas
BiblioCraft:item.AtlasPlate, Atlas Plate
BiblioCraft:item.DeathCompass, Eternal Compass
BiblioCraft:item.PaintingCanvas, Painting Canvas
BiblioCraft:item.BigBook, Big Writing Book
BiblioCraft:item.RecipeBook, Empty Recipe Book
BiblioCraft:item.SlottedBook, Slotted Book
BiblioCraft:item.HandDrill, Hand Drill
BiblioCraft:item.tapeMeasure, Tape Measure
BiblioCraft:item.tape, Tape Measure Reel
BiblioCraft:item.BiblioChase, Print Press Chase
BiblioCraft:item.PrintPlate, Print Press Plate
BiblioCraft:item.EnchantedPlate, Enchanted Plate
BiblioCraft:item.BiblioRedBook, Redstone: Volume I
BiblioCraft:item.BiblioGlasses:0, Reading Glasses
BiblioCraft:item.BiblioGlasses:1, Tinted Glasses
BiblioCraft:item.BiblioGlasses:2, Monocle
BiblioCraft:item.BiblioDrill, Screw Gun
BiblioCraft:item.BiblioCreativeLock, Lock and Key
BiblioCraft:item.BiblioClipboard, Clipboard
BiblioCraft:item.seatBack:0, Oak Seat Back
BiblioCraft:item.seatBack:1, Spruce Seat Back
BiblioCraft:item.seatBack:2, Birch Seat Back
BiblioCraft:item.seatBack:3, Jungle Seat Back
BiblioCraft:item.seatBack:4, Acacia Seat Back
BiblioCraft:item.seatBack:5, Dark Oak Seat Back
BiblioCraft:item.seatBack:6, Framed Seat Back
BiblioCraft:item.seatBack2:0, Oak Seat Back
BiblioCraft:item.seatBack2:1, Spruce Seat Back
BiblioCraft:item.seatBack2:2, Birch Seat Back
BiblioCraft:item.seatBack2:3, Jungle Seat Back
BiblioCraft:item.seatBack2:4, Acacia Seat Back
BiblioCraft:item.seatBack2:5, Dark Oak Seat Back
BiblioCraft:item.seatBack2:6, Framed Seat Back
BiblioCraft:item.seatBack3:0, Oak Seat Back
BiblioCraft:item.seatBack3:1, Spruce Seat Back
BiblioCraft:item.seatBack3:2, Birch Seat Back
BiblioCraft:item.seatBack3:3, Jungle Seat Back
BiblioCraft:item.seatBack3:4, Acacia Seat Back
BiblioCraft:item.seatBack3:5, Dark Oak Seat Back
BiblioCraft:item.seatBack3:6, Framed Seat Back
BiblioCraft:item.seatBack4:0, Oak Seat Back
BiblioCraft:item.seatBack4:1, Spruce Seat Back
BiblioCraft:item.seatBack4:2, Birch Seat Back
BiblioCraft:item.seatBack4:3, Jungle Seat Back
BiblioCraft:item.seatBack4:4, Acacia Seat Back
BiblioCraft:item.seatBack4:5, Dark Oak Seat Back
BiblioCraft:item.seatBack4:6, Framed Seat Back
BiblioCraft:item.seatBack5:0, Oak Seat Back
BiblioCraft:item.seatBack5:1, Spruce Seat Back
BiblioCraft:item.seatBack5:2, Birch Seat Back
BiblioCraft:item.seatBack5:3, Jungle Seat Back
BiblioCraft:item.seatBack5:4, Acacia Seat Back
BiblioCraft:item.seatBack5:5, Dark Oak Seat Back
BiblioCraft:item.seatBack5:6, Framed Seat Back
BiblioCraft:item.BiblioMapTool, Drafting Compass
BiblioCraft:item.BiblioWayPointCompass, Waypoint Compass
BigReactors:BRIngot:0, Yellorium Ingot
BigReactors:BRIngot:1, Cyanite Ingot
BigReactors:BRIngot:2, Graphite Bar
BigReactors:BRIngot:3, Blutonium Ingot
BigReactors:BRIngot:4, Yellorium Dust
BigReactors:BRIngot:5, Cyanite Dust
BigReactors:BRIngot:6, Graphite Dust
BigReactors:BRIngot:7, Blutonium Dust
BigReactors:BRIngot:8, Ludicrite Ingot
BigReactors:BRIngot:9, Ludicrite Dust
BigReactors:bucketYellorium, Fluid Yellorium Bucket
BigReactors:bucketCyanite, Fluid Cyanite Bucket
BigReactors:BRDebugTool, BeefTronic™ Diagnostics Tool
redgear_core:debugger, �4Item Name Error [ElementalMod]-- Please Report To jtrent238
redgear_brewcraft:RedGear.Brewcraft.Ingredients:0, Blessed Powder
redgear_brewcraft:RedGear.Brewcraft.Ingredients:1, Golden Feather
redgear_brewcraft:RedGear.Brewcraft.Ingredients:2, Charred Bone
redgear_brewcraft:RedGear.Brewcraft.Ingredients:3, Spider Fang
redgear_brewcraft:RedGear.Brewcraft.Ingredients:4, Weary Spores
redgear_brewcraft:RedGear.Brewcraft.Ingredients:5, Medicinal Salve
redgear_brewcraft:RedGear.Brewcraft.Ingredients:6, Steel Scales
redgear_brewcraft:RedGear.Brewcraft.Misc:0, Glass Bottle
redgear_brewcraft:RedGear.Brewcraft.Misc:1, Glass Vial
redgear_brewcraft:RedGear.Brewcraft.Misc:2, Glass Vial
redgear_brewcraft:RedGear.Brewcraft.Misc:3, Large Glass Bottle
redgear_brewcraft:RedGear.Brewcraft.Misc:4, Large Glass Bottle
redgear_brewcraft:RedGear.Brewcraft.Misc:5, Water Bottle
redgear_brewcraft:RedGear.Brewcraft.Misc:6, Water Vial
redgear_brewcraft:RedGear.Brewcraft.Misc:7, Water Vial
redgear_brewcraft:RedGear.Brewcraft.Misc:8, Large Water Bottle
redgear_brewcraft:RedGear.Brewcraft.Misc:9, Large Water Bottle
redgear_brewcraft:RedGear.Brewcraft.Misc:10, Metal Ring
redgear_brewcraft:RedGear.Brewcraft.Tears:0, Plagued Tear
redgear_brewcraft:RedGear.Brewcraft.Tears:1, Pure Tear
redgear_brewcraft:RedGear.Brewcraft.Hearts:0, Heart
redgear_brewcraft:RedGear.Brewcraft.Hearts:1, Heart Medallion
redgear_brewcraft:RedGear.Brewcraft.Hearts:2, Blazing Heart
brewingapi:brewingapi_brewingStand2, Brewing Stand
darkcore:item.darkcore.UniqueSword, Keening
DiseaseCraft:chemicalExtractor:0, Chemical Extractor
DiseaseCraft:medicalJournal, Medical Journal
DiseaseCraft:userMedicalJournal, Medical Journal
doggytalents:throw_bone, item.doggytalents.throwbone.name
doggytalents:training_treat, Training Treat
doggytalents:super_treat, Super Treat
doggytalents:master_treat, Master Treat
doggytalents:dire_treat, Dire Treat
doggytalents:breeding_bone, Breeding Bone
doggytalents:collar_shears, Collar Shears
doggytalents:command_emblem, Command Emblem
doggytalents:doggy_charm, Doggy Charm
doggytalents:radio_collar, Radio Collar
doggytalents:wool_collar, Wool Collar
doggytalents:fancy_collar:0, Creative Collar
doggytalents:fancy_collar:1, Spotted Collar
doggytalents:fancy_collar:2, Multicoloured Collar
doggytalents:radar:0, Radar
doggytalents:whistle, Whistle
doggytalents:treat_bag, Treat Bag
doggytalents:chew_stick, Chew Stick
doggytalents:cape, Tartan Cape
doggytalents:cape_coloured, Coloured Cape
doggytalents:sunglasses, Dog Sunglasses
doggytalents:leather_jacket, Leather Jacket
doggytalents:tiny_bone, Tiny Bone
doggytalents:big_bone, Big Bone
DraconicEvolution:draconicDistructionStaff:0, Draconic Staff of Power
DraconicEvolution:draconicDistructionStaff:0, Draconic Staff of Power
DraconicEvolution:draconicPickaxe:0, Draconic Pickaxe
DraconicEvolution:draconicPickaxe:0, Draconic Pickaxe
DraconicEvolution:draconicAxe:0, Draconic Axe
DraconicEvolution:draconicAxe:0, Draconic Axe
DraconicEvolution:draconicShovel:0, Draconic Shovel
DraconicEvolution:draconicShovel:0, Draconic Shovel
DraconicEvolution:draconicHoe, Draconic Hoe
DraconicEvolution:draconicSword, Draconic Sword
DraconicEvolution:draconicBow:0, Draconic Bow
DraconicEvolution:draconicBow:0, Draconic Bow
DraconicEvolution:draconicHelm, Draconic Helm
DraconicEvolution:draconicChest, Draconic Chestplate
DraconicEvolution:draconicLeggs, Draconic Leggings
DraconicEvolution:draconicBoots, Draconic Boots
DraconicEvolution:wyvernPickaxe:0, Pickaxe of the Wyvern
DraconicEvolution:wyvernPickaxe:0, Pickaxe of the Wyvern
DraconicEvolution:wyvernShovel:0, Shovel of the Wyvern
DraconicEvolution:wyvernShovel:0, Shovel of the Wyvern
DraconicEvolution:wyvernSword, Sword of the Wyvern
DraconicEvolution:wyvernBow:0, Bow of the Wyvern
DraconicEvolution:wyvernBow:0, Bow of the Wyvern
DraconicEvolution:wyvernHelm, Wyvern Helm
DraconicEvolution:wyvernChest, Wyvern Chestplate
DraconicEvolution:wyvernLeggs, Wyvern Leggings
DraconicEvolution:wyvernBoots, Wyvern Boots
DraconicEvolution:draconicCore, Draconic Core
DraconicEvolution:wyvernCore, Wyvern Core
DraconicEvolution:awakenedCore, Awakened Core
DraconicEvolution:chaoticCore, Chaotic Core
DraconicEvolution:draconiumDust, Draconium Dust
DraconicEvolution:draconiumIngot, Draconium Ingot
DraconicEvolution:draconiumBlend, Draconium Blend (Depreciated)
DraconicEvolution:dragonHeart, Dragon Heart
DraconicEvolution:teleporterMKI, Charm of Dislocation
DraconicEvolution:teleporterMKII, Enhanced Charm of Dislocation
DraconicEvolution:tclogo, TCLogo
DraconicEvolution:sunFocus, Solar Focus
DraconicEvolution:mobSoul, Mob Soul
DraconicEvolution:enderArrow, Ender Arrow
DraconicEvolution:safetyMatch:0, Box of Safety Matches
DraconicEvolution:safetyMatch:1000, Safety Match
DraconicEvolution:key:0, Key
DraconicEvolution:key:1, Key
DraconicEvolution:creativeStructureSpawner:0, Spawn Comet
DraconicEvolution:creativeStructureSpawner:1, Spawn Ender Island
DraconicEvolution:adminSpawnEgg, item.draconicevolution:adminSpawnEgg.name
DraconicEvolution:infoTablet, Draconic Evolution Information Tablet
DraconicEvolution:draconicIngot, Awakened Draconium Ingot
DraconicEvolution:draconiumEnergyCore:0, Wyvern Energy Core
DraconicEvolution:draconiumEnergyCore:1, Draconic Energy Core
DraconicEvolution:draconiumFluxCapacitor, item.draconicevolution:draconiumFluxCapacitor.name
DraconicEvolution:wrench, Crystal Binder
DraconicEvolution:chaosShard, Chaos Shard
DraconicEvolution:reactorCraftingPart:0, Reactor Stabilizer Frame
DraconicEvolution:reactorCraftingPart:1, Reactor Stabilizer Inner Rotor
DraconicEvolution:reactorCraftingPart:2, Reactor Stabilizer Outer Rotor
DraconicEvolution:reactorCraftingPart:3, Reactor Stabilizer Rotor Assembly
DraconicEvolution:reactorCraftingPart:4, Reactor Stabilizer Focus Ring
DraconicEvolution:nugget:0, Draconium Nugget
DraconicEvolution:nugget:1, Awakened Draconium Nugget
DraconicEvolution:chaosFragment:0, Tiny Chaos Fragment
DraconicEvolution:chaosFragment:1, Small Chaos Fragment
DraconicEvolution:chaosFragment:2, Large Chaos Fragment
DraconicEvolution:magnet:0, Item Dislocator
DraconicEvolution:magnet:1, Awakened Item Dislocator
DraconicEvolution:dezilsMarshmallow, Dezil's Marshmallow
MoCreatures:crabraw, Raw Crab
MoCreatures:crabcooked, Cooked Crab
MoCreatures:ostrichraw, Raw Ostrich
MoCreatures:ostrichcooked, Cooked Ostrich
MoCreatures:turkeyraw, Raw Turkey
MoCreatures:turkeycooked, Cooked Turkey
MoCreatures:ratraw, Raw Rat
MoCreatures:ratcooked, Cooked Rat
MoCreatures:ratburger, Rat Burger
MoCreatures:turtleraw, Raw Turtle
MoCreatures:turtlesoup, Turtle Soup
MoCreatures:omelet, Omelet
MoCreatures:reptilehide, Reptile Hide
MoCreatures:fur, Fur
MoCreatures:hide, Hide
MoCreatures:chitinfrost, Frost Scorpion Chitin
MoCreatures:chitinnether, Nether Scorpion Chitin
MoCreatures:chitinblack, Cave Scorpion Chitin
MoCreatures:chitin, Dirt Scorpion Chitin
MoCreatures:sharkteeth, Shark Tooth
MoCreatures:bigcatclaw, Large Feline Claw
MoCreatures:heartdarkness, Heart of Darkness
MoCreatures:heartfire, Heart of Fire
MoCreatures:heartundead, Heart of Undead
MoCreatures:unicornhorn, Unicorn Horn
MoCreatures:essencedarkness, Essence of Darkness
MoCreatures:essencefire, Essence of Fire
MoCreatures:essenceundead, Essence of Undead
MoCreatures:essencelight, Essence of Light
MoCreatures:reptilehelmet, Reptile Helmet
MoCreatures:reptileplate, Reptile Plate
MoCreatures:reptilelegs, Reptile Legs
MoCreatures:reptileboots, Reptile Boots
MoCreatures:furhelmet, Fur Helmet
MoCreatures:furchest, Fur Chest
MoCreatures:furlegs, Fur Legs
MoCreatures:furboots, Fur Boots
MoCreatures:hidehelmet, Hide Helmet
MoCreatures:hidechest, Hide Chest
MoCreatures:hidelegs, Hide Legs
MoCreatures:hideboots, Hide Boots
MoCreatures:scorphelmetfrost, Frost Scorpion Helmet
MoCreatures:scorpplatefrost, Frost Scorpion Plate Chest
MoCreatures:scorplegsfrost, Frost Scorpion Legs
MoCreatures:scorpbootsfrost, Frost Scorpion Boots
MoCreatures:scorphelmetnether, Nether Scorpion Helmet
MoCreatures:scorpplatenether, Nether Scorpion Plate Chest
MoCreatures:scorplegsnether, Nether Scorpion Legs
MoCreatures:scorpbootsnether, Nether Scorpion Boots
MoCreatures:scorphelmetcave, Cave Scorpion Helmet
MoCreatures:scorpplatecave, Cave Scorpion Plate Chest
MoCreatures:scorplegscave, Cave Scorpion Legs
MoCreatures:scorpbootscave, Cave Scorpion Boots
